Horodateur,Question sur la nationalité // Question about nationality,Question sur le diplôme d'études secondaires suisse // Question about the high school diploma,"Conséquences - Si les taxes d’études devaient augmenter, devrais-tu travailler à côté des études ? // If tuition fees were to increase, would you need to work alongside your studies? ",Niveau d’augmentation - Serais-tu venu·e à l'EPFL si les taxes d'étude étaient 3 fois plus grandes ? // Would you have come to EPFL if tuition fees were 3 times bigger? ,Niveau d’augmentation - A partir de quel facteur d’augmentation est-ce qu’une augmentation des taxes d’études aurait un impact sur ton mode de vie ? // From what factor of increase would a rise in tuition fees impact your lifestyle? ,Opinion - Est-ce que tu es d'accord avec la proposition de triplement des taxes d'étude pour les étudiant·e·s étranger·ère·s ? // Do you agree with the proposal to triple the tuition fees for international students?,Remarques sur la proposition // Remarks on the proposition,Remarques diverses // Misc remarks
29/05/2024 16:11:04,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,4,5,,
29/05/2024 16:11:54,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,4,1,,
29/05/2024 16:13:23,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 16:15:29,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,2,1,1,EPFL/ETHZ will drive a TON of students out by taking this decision,
29/05/2024 16:15:51,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 16:16:31,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,"Je comprend la proposition étant donné que la majorité des étudiants étrangers sont très aisés et ont largement les moyens moyens de subir cette augmentation mais un minorité (dont moi) auront du mal à ne pas modifier leur mode de vie (travailler à côté, baisser les dépenses dans les autres domaines) ou même devront quitter l’epfl ",J’espère avoir des assistanat l’année prochaine ce qui m’éviterait des soucis si l’augmentation a lieu 
29/05/2024 16:17:04,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,4,4,2,,
29/05/2024 16:18:57,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,2,5,,On doit financer la 13ème rente 
29/05/2024 16:19:48,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,2,3,,Thank you for defending students' interests
29/05/2024 16:20:13,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,1,3,2,Ca risque de ne même pas fonctionner car la plupart des étudiants étrangers sont relativement aisés pour pouvoir vivre avec le cout de la vie suisse.,"Je peux comprendre aussi que la Suisse doit être gagnante à enrôler des étudiants étrangers, car on dépense de l'argent des impots pour eux"
29/05/2024 16:21:51,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,3,1,,
29/05/2024 16:22:10,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,4,1,,
29/05/2024 16:23:36,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,5,1,,
29/05/2024 16:24:33,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,5,2,1,I believe that the low tuition cost is a very important factor for foreign students since a lot of us come from rather modest backgrounds and switzerland is already very expensive...,
29/05/2024 16:25:25,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,3,3,1,,
29/05/2024 16:25:35,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,1,4,1,,the increase doesn’t apply to me but if i had to pay 3x the fees i would’ve considered a german public uni instead
29/05/2024 16:26:33,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,1,1,"Le coût de vie en Suisse est déjà un obstacle pour beaucoup de gens, ce n'est pas normal de privilégier encore plus les gens issus de familles plus fortunées",
29/05/2024 16:28:40,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,4,3,1,,
29/05/2024 16:32:37,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,2,,
29/05/2024 16:35:29,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,2,,
29/05/2024 16:38:20,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,3,1,,
29/05/2024 16:39:42,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,1,5,Il faut augmenter les prix ce n'est pas normal que ça soit si peu cher pour les étrangers alors que la confédération Suisse finance l'EPFL en grande partie. Même en triplant les taxes cela reste bon marché,
29/05/2024 16:40:07,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,1,1,,
29/05/2024 16:45:43,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,5,1,,
29/05/2024 16:46:05,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 16:47:16,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,3,3,1,,
29/05/2024 16:52:35,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,2,1,,
29/05/2024 16:57:44,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,1,2,1,,
29/05/2024 16:58:52,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 17:03:19,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,,Oui,1,1,1,,
29/05/2024 17:04:34,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,5,5,Très bonne proposition ,
29/05/2024 17:04:55,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,5,5,,
29/05/2024 17:07:35,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,1,2,1,J'ai le sentiment que l'epfl est déjà une école pour bourgeois . Je n'ai pas envie que cela s'empire encore.,
29/05/2024 17:10:21,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,1,1,,
29/05/2024 17:12:33,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,5,1,,
29/05/2024 17:14:49,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,2,1,,
29/05/2024 17:14:58,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,1,1,1,,
29/05/2024 17:15:12,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,2,1,,
29/05/2024 17:15:34,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,4,2,,
29/05/2024 17:15:58,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,3,1,,
29/05/2024 17:18:42,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,3,2,,
29/05/2024 17:24:10,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,1,1,1,,
29/05/2024 17:24:33,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,,5,En tant que Suisse on paie des impôts qui servent au bon fonctionnement des EPF alors je vois pas pourquoi des étrangers ne devraient pas verser une contre-partie à ce que paie déja les Suisses... Ce n'est pas discriminant mais plutôt équitable envers les Suisses...,
29/05/2024 17:26:11,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,1,5,,
29/05/2024 17:29:15,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,3,3,"Étant resident suisse je ne suis pas impacté par la proposition, toute fois les constat est que la demande de la part des eleves nationaux et internationaux est toujours plus forte , et que la capacité d'accueil de l'école commence à arriver 
à ses limites , avec des cours ou certains eleves doivent assister aux cours parterre. Etat suisse réduisant cette année le budget a hauteur de 100 millions de francs, la question de pause : fait-il reduire les places ? Réduire la qualité des études ? Où trouver d'autres moyens de financement ? Je trouve que la réponse politique d'augmenter la taxe va pas vraiment répondre au problème, surtout a celui du nombre des eleves, car la taxe suisse reste tout de même competitive en comparaison avec les autres université de trouvant dans le même rang. Le problème pourra donc être résolu sur 2 3 ans mais pas sur du long terme.
",
29/05/2024 17:31:58,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,5,1,1,,
29/05/2024 17:33:50,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 17:47:13,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,3,1,,
29/05/2024 17:47:50,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,4,3,2,,
29/05/2024 17:54:54,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,"Selon moi, ce n'est pas en faisant ça qu'iels vont récupérer le budget qu'il faut, il y a d'autres domaines ou des coupures peuvent être faites sans de telles conséquences. C'est aussi dommage de fermer l'EPFL au lieu de faire en sorte qu'elle soit plus ouverte vers l'international.",merci pour ce que vous faites à l'Agep :)
29/05/2024 17:56:16,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,1,5,1,,
29/05/2024 17:59:57,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,3,1,Les taxes pourraient augmenter mais pour tout le monde je dirais pas seulement les étranger,
29/05/2024 18:01:06,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,5,3,"Augmenter le prix seulement pour les etrangers n'est pas, pour moi, quelque chose de juste il faidrait augmenter pour tout le monde. Cependant augmenter la note requise serait pour moi un moyen de faire plus justifié",
29/05/2024 18:02:08,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,2,1,1,,
29/05/2024 18:03:04,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,4,2,1,,
29/05/2024 18:05:07,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,1,,J'allais pas répondre a ce sondage à la base mais j'ai lu l'argumentation fournis avec et vous m'avez convaincu.
29/05/2024 18:06:14,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,Si les taxes devraient augmenter je ne saurai pas comment faire …
29/05/2024 18:07:46,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,1,2,1,,
29/05/2024 18:09:31,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,"Le levier économique est effet pas le bon. Si le conseil fédéral souhaite en réalité faire baisser le nombre d'étudiants, et donc le budget nécessaire au bon fonctionnement de l'EPFL; je suggère de faire une sélection sur les compétences et non de cette manière. Un triplement parait excessif (C'EST ENORME), s'il devait avoir lieu il faudrait augmenter les moyens allouer à l’éducation (effectivement on ressent le sureffectif mais c'est un autre sujet). Ca reviendrait à faire un master en dépensant une somme énorme. Je me joins à l'avis de l'AGEPOLY.",
29/05/2024 18:10:05,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,3,1,,
29/05/2024 18:12:03,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,3,1,,
29/05/2024 18:16:09,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,,,,
29/05/2024 18:17:49,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,2,1,,
29/05/2024 18:18:13,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,4,1,,
29/05/2024 18:18:44,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,1,1,,
29/05/2024 18:21:55,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,1,2,2,,
29/05/2024 18:21:59,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,1,2,1,,"La vie pour un étudiant sur Lausanne est déjà intenable pour la plupart d'entre nous, ajouter encore à celà le triplement de la taxe étudiante pour les étrangers est équivalent à dire que les personnes à petit revenus ne sont pas les bienvenus. En Suisse, le modèle qui consiste à donner à tous la possibilité de faire des études sans s'endetter sur des années, est une force qui n'est présente quasiment nul part ailleurs..."
29/05/2024 18:22:30,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,4,2,,
29/05/2024 18:23:16,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,2,1,Le fait que le prix de l’epfl soit assez bas aujourd’hui permet de faire que le salaire (notamment celui des parents) soit le moins possible un obstacle pour les étudiants étrangers. Ces derniers doivent déjà payer un loyer suisse avec un salaire non suisse et supporter le coût de la vie élevé du pays. Je pense qu’augmenter la taxe d’étude nuirait véritablement aux étudiants étrangers en ayant un impact négatif sur leur qualité de vie et donc sur celle de leur études. ,
29/05/2024 18:28:25,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,2,1,,
29/05/2024 18:29:37,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,4,3,1,,
29/05/2024 18:36:41,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,5,1,,
29/05/2024 18:37:10,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,5,5,,
29/05/2024 18:42:57,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,1,"Pour la réputation de l’epfl et la compétitivité de la Suisse dans les produits à hautes valeurs ajoutée (ceux là même nécessitant un ingénierie fine), il faut accueillir les étudiants étrangers, et l’opportunité qu’ils représentent.",
29/05/2024 18:43:20,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,5,1,,
29/05/2024 18:45:36,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,1,1,,
29/05/2024 18:49:54,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,4,1,,
29/05/2024 18:56:10,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 19:05:47,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,2,5,"Les études supérieures coûtent cher à la confédération, et donc à la population Suisse. Une augmentation des coûts pour des personnes étrangères (qui payent peu ou pas d'impôts) permettrait de grandes économies pour le pays. De plus, cela pourrait permettre de réduire les situations de surnombe dans les auditoires, car seuls les étudiants les plus motivés feraient leurs études supérieures à l'EPFL. 

Ça ne fait plaisir à personne de devoir payer plus, mais je pense personnellement que dans la situation en question c'est tout à fait normal, surtout quand on compare les frais de scolarité des autres écoles de renommée et de qualité similaire à l'EPFL.",
29/05/2024 19:07:29,,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,4,1,L'EPFL est de base un endroit qui dispose de peu de mixité sociale et la taxe d'étude va accentuer ce problème.,
29/05/2024 19:07:49,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,
29/05/2024 19:09:45,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,
29/05/2024 19:12:56,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,"On aurai du nous prévenir de ce changement(si il est fait ) avant que l’on ne s’inscrive à l’EPFL , certaines personnes né pour pas continuer avec ces nouveaux tarif et devront donc arrêter leurs études en cours à l’epfl et aurons donc «  perdu plusieurs années «  car elles n’auront aucun diplôme. ",
29/05/2024 19:17:22,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,2,2,1,,
29/05/2024 19:21:58,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,2,1,1,It’s a loss of great minds that would have contributed to the development of Switzerland,
29/05/2024 19:22:13,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,2,1,,
29/05/2024 19:37:55,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,1,1,,
29/05/2024 19:39:23,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,3,1,,
29/05/2024 19:45:54,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,4,2,,
29/05/2024 19:46:32,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,,3,2,1,,
29/05/2024 19:50:57,,,,,,5,,
29/05/2024 19:54:06,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,5,5,5,,
29/05/2024 19:55:19,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Non,4,1,1,,
29/05/2024 19:55:47,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,2,1,,
29/05/2024 19:56:08,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 19:59:59,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,2,1,,
29/05/2024 20:00:34,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,1,1,,"je n'ai pas bien compris la deuxième question sur le niveau d'augmentation, mais je suis contre l'augmentation, celle ci aurait un grand impact sur ma vie, qui me ferait douter de poursuivre mes études à l'epfl"
29/05/2024 20:01:36,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,5,1,,
29/05/2024 20:04:38,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,"Je pense que si les taxes d'études augmentent, je vais devoir quitter l'EPFL ou travailler beaucoup à côté...
La vie est déjà terriblement cher en Suisse, une augmentation des frais de scolarité serait la goutte de trop.",
29/05/2024 20:06:21,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
